title,ingredients
Spiced Banana Cake,"['butter, softened', 'packed light brown sugar', 'white sugar', 'ground allspice', 'ground nutmeg', '', 'vanilla extract', 'all-purpose flour', 'rolled oats', 'baking soda', 'baking powder', ' salt', 'sour cream', 'mashed bananas']"
Spiced Green Tomato Cake,"['cooking spray', 'all-purpose flour', 'white sugar', 'baking soda', 'ground cinnamon', 'ground cloves', ' salt', 'grated green tomatoes', 'applesauce', '', 'vanilla extract']"
Spiced Orange Olive Oil Cake,"['', 'white sugar', 'extra-virgin olive oil', 'fresh orange zest', 'Chinese five-spice powder', 'all-purpose flour', 'baking powder', ' salt']"
Spiced Yogurt Pound Cake,"['white sugar', 'butter, softened', 'all-purpose flour', 'plain yogurt', '', 'vanilla extract', 'ground cinnamon', 'ground allspice', 'ground nutmeg', 'ground cloves', ' salt', 'baking soda']"
Spicy Apple Cake,"['shortening', 'brown sugar', 'white sugar', '', 'vanilla extract', 'all-purpose flour', 'baking powder', 'baking soda', ' salt', 'ground cinnamon', 'ground nutmeg', 'milk', 'apple - peeled, cored,  chopped', 'shortening', sifted confectioners' sugar, 'ground cinnamon', 'ground nutmeg', 'evaporated milk']"
Spicy Carrot Cake,"[' package spice cake mix', ' can condensed tomato soup', 'water', '', 'canola oil', 'shredded carrot', 'chopped pecans ', confectioners' sugar, 'lemon juice']"
Spicy Lemon Cake,"['white sugar', 'butter, softened', '', ', zested  juiced', 'cake flour', 'baking powder', ' salt', 'ground ginger, or to taste', 'milk, ', 'whisky']"
Spicy Pineapple Upside Down Cake,"['dark brown sugar', 'butter, melted', ' can pineapple rings, juice drained  reserved', 'cherries, or more as needed', 'all-purpose flour', 'baking soda', 'ground ginger', 'ground cinnamon', 'ground cloves', ' salt', 'butter', 'white sugar', '', 'molasses', 'hot water']"
Spintz Cake,"['all-purpose flour', 'baking powder', 'baking soda', ' salt', 'unsweetened cocoa powder', 'white sugar', '', 'vegetable oil', 'milk', 'vanilla extract', 'strong, hot, brewed coffee', 'smooth peanut butter', 'butter, softened', confectioners' sugar, 'vanilla extract', 'heavy cream', confectioners' sugar, 'unsalted butter', 'unsweetened cocoa powder', 'white', 'vanilla extract', ' salt', 'heavy cream']"
Sponge Cake Tiramisu,"['mascarpone cheese', 'heavy whipping cream', confectioners' sugar, 'coffee-flavored liqueur', 'instant coffee granules', 'vanilla extract', 'cake', 'unsweetened cocoa powder']"
St. Andre Walnut Cake,"['finely ground walnuts', 'chopped walnuts', '', 'white sugar', 'vanilla extract', 'raspberry sauce', 'all-purpose flour', 'apricot preserves', 'bry', 'heavy whipping cream', confectioners' sugar]"
Stained Glass Gelatin Cake,"[' packages sweetened gelatin mix , colors', 'boiling water, ', 'cold water, ', ' package unflavored gelatin powder', ' can sweetened condensed milk', 'ounces double cream', 'vanilla extract']"
Stars and Stripes Grand Finale Cake,"['fresh strawberries, hulled  sliced', 'white sugar', ' envelope plain unflavored gelatin', 'fresh blueberries', 'white sugar', ' envelope plain unflavored gelatin', ' loaves angel food cake, thick', ' tubs frozen whipped topping, thawed']"
Steamed Currant Cake,"['all-purpose flour', 'ground cinnamon', 'ground nutmeg', 'baking soda', ' salt', 'lard', 'white sugar', ', beaten', 'chopped walnuts', 'chopped raisins', 'dried currants', 'chopped dates', 'fresh bread crumbs', 'orange juice', 'butter', confectioners' sugar, 'boiling water', 'bry']"
Steamed Green Tea Cake with Black Sesame Seeds,"['cake flour', 'baking powder', 'powdered green tea', 'yolks', 'white sugar', 'water', 'vanilla extract', 'whites', 'black sesame seeds, garnish']"
Steamed Sponge Cake,"['white', 'light brown sugar', 'yolk', 'milk', 'vanilla extract', 'all-purpose flour', 'baking powder']"
Sticky Toffee Pudding Cake,"['pitted, chopped dates', 'baking soda', 'boiling water', 'butter', 'white sugar', ', beaten', 'self-rising flour', 'packed brown sugar', 'butter', 'evaporated milk', 'vanilla extract']"
Strawberries and Cream Cake,"['cake flour', 'baking powder', 'white sugar', ' package strawberry flavored Jell-O®', 'butter, softened', '', 'milk', 'vanilla extract', 'strawberries, pureed', 'heavy cream', ' sugar', 'vanilla extract', 'fresh strawberries, sliced', 'margarine, softened', ' package cream cheese, softened', confectioners' sugar, 'vanilla extract', 'quartered strawberries']"
Strawberry Angels' Cake,"[' package angel food cake mix', 'heavy whipping cream', confectioners' sugar, 'unsweetened cocoa powder', 'fresh strawberries, halved']"
Strawberry Cake and Frosting I,"[' package yellow cake mix', ' package strawberry flavored Jell-O® mix', 'all-purpose flour', 'water', 'vegetable oil', '', ' package frozen strawberries', 'butter', confectioners' sugar]"
Strawberry Cake and Frosting II,"[' package white cake mix', ' package strawberry flavored Jell-O® mix', 'mashed strawberries', 'vegetable oil', '', 'sweetened condensed milk', 'flaked coconut', 'finely chopped walnuts', confectioners' sugar, 'margarine, melted', 'mashed strawberries', 'flaked coconut']"
Strawberry Cake Cookies,"[' package strawberry cake mix', ', beaten', 'chopped fresh strawberries', 'whipped cream']"
Strawberry Cake Filling,"['water', 'cornstarch', 'frozen strawberries, thawed  cut into bite size pieces', 'white sugar']"
Strawberry Cake from Scratch,"['white sugar', ' package strawberry flavored Jell-O®', 'butter, softened', '', 'sifted cake flour', 'baking powder', 'whole milk, ', 'vanilla extract', 'strawberry puree made from frozen sweetened strawberries']"
Strawberry Cake I,"[' package white cake mix', ' package strawberry flavored Jell-O®', 'vegetable oil', '', 'all-purpose flour', 'frozen strawberries', 'buttermilk']"
Strawberry Cake II,"[' package strawberry flavored Jell-O®', 'cold water', ' package white cake mix', '', 'vegetable oil', 'all-purpose flour', ' package frozen strawberries, thawed', 'butter', confectioners' sugar]"
Strawberry Cake III,"[' package white cake mix', 'white', 'white sugar', 'sliced fresh strawberries']"
Strawberry Cake IV,"[' package white cake mix', ' package strawberry flavored Jell-O®', 'water', 'vegetable oil', '', ' package frozen strawberries', 'margarine, melted', confectioners' sugar, ' package frozen strawberries', 'milk']"
Strawberry Cake Mix Brownies,"[' package strawberry cake mix', ' package butterscotch chips', '', 'brown sugar', 'butter, softened', 'water']"
Strawberry Chocolate Cake,"['Cake:', 'cooking spray',  package devil's food cake mix, 'water', '', 'vegetable oil', 'Frosting:', 'cold milk', ' package instant chocolate pudding mix', confectioners' sugar, ' container frozen whipped topping, thawed', 'strawberry glaze', 'sliced fresh strawberries', 'chocolate syrup, or to taste']"
Strawberry Chocolate Mousse Cake,"['chocolate cookie crumbs', 'butter, melted', 'fresh strawberries, halved', 'semisweet chocolate chips', 'water', 'light corn syrup', 'heavy cream, ', 'white sugar']"
Strawberry Delight Cake,"[' package strawberry cake mix', 'water', ' eggs', 'vegetable oil', ' can sweetened condensed milk', ' package frozen sweetened strawberries, thawed but not drained', ' container frozen whipped topping , thawed']"
Strawberry Dream Cake I,"[' package white cake mix', 'frozen sweetened strawberries, pureed', 'cream cheese', ' squares white chocolate', 'heavy whipping cream', ' container frozen whipped topping, thawed', 'sliced fresh strawberries']"
Strawberry Dream Cake II,"['Strawberry Cake:', ' package white cake mix', ' package strawberry flavored Jell-O® mix', 'mashed fresh strawberries', 'vegetable oil', 'milk', '', 'flaked coconut', 'chopped pecans', 'Strawberry Cream Cheese Frosting:', ' package cream cheese, ', 'butter, ', confectioners' sugar, 'fresh strawberries', 'flaked coconut', 'chopped pecans']"
Strawberry Marble Cake,"[' package marble cake mix', ' package strawberry flavored Jell-O®', 'boiling water', ' envelope whipped topping mix', ' package instant vanilla pudding mix', 'milk', 'vanilla extract']"
Strawberry Margarita Cake,"[' package white cake mix', 'whites', 'water', 'vegetable oil', 'strawberry margarita mix', 'grated lime zest', ' container frozen whipped topping, thawed']"
Strawberry Orange Rhubarb Cake,"['rhubarb, cut pieces', 'strawberries, hulled  sliced', 'white sugar, ', 'butter, softened', '', 'grated orange zest', 'vanilla extract', 'all-purpose flour', 'baking powder', 'baking soda', ' salt', 'buttermilk']"
Strawberry Refrigerator Cake,"['Cake:', 'strawberry cake mix', 'water', '', 'vegetable oil', ' packages frozen strawberries', 'Topping:', ' package instant vanilla pudding mix', 'milk', 'frozen whipped topping, thawed', 'fresh strawberries ']"
Strawberry Rhubarb Coffee Cake,"['Filling:', ' sugar', 'cornstarch', 'chopped rhubarb', ' package frozen sliced strawberries, thawed', 'lemon juice', 'Cake:', 'all-purpose flour', ' sugar', 'baking powder', 'baking soda', 'cold butter or margarine', '', 'buttermilk', 'vanilla extract', 'Topping:', ' sugar', 'all-purpose flour', 'cold butter or margarine']"
Strawberry Roll Cake,"[' package white cake mix ', 'water', 'vegetable oil', 'whites', 'frozen sliced strawberries, thawed', 'buttercream icing', 'strawberry glaze']"
Strawberry Shortcake Punch Bowl Cake,"['milk', ' package instant sugar-free vanilla pudding mix', 'food cakes, sliced in half horizontally', ' packages frozen sliced strawberries , thawed', ' package frozen whipped topping , thawed']"
Strawberry Shortcut Cake,"['miniature marshmallows', ' packages frozen sliced strawberries in syrup, thawed', ' package strawberry flavored Jell-O®', 'all-purpose flour', 'white sugar', 'shortening', 'baking powder', ' salt', 'milk', 'vanilla extract', '']"
Strawberry Slow Cooker Scoop Cake,"[' can LUCKY LEAF® Premium Strawberry Fruit Filling', ' package strawberry cake mix', 'melted butter', 'white chocolate baking pieces']"
Strawberry Smash Cake,"[' package yellow cake mix ', 'cold water, ', '½ cup oil', '', 'cooking spray', ½ cups confectioners' sugar, ' package low-fat cream cheese', 'vanilla extract', ' container whipped topping', 'boiling water', ' package strawberry flavored gelatin ', 'sliced strawberries, or to taste']"
Strawberry Sweetheart Cake,"[' package white cake mix', 'water', 'vegetable oil', '', ' package strawberry flavored Jell-O®', ' can sweetened condensed milk', ' jar strawberry preserves', ' container cream cheese frosting', ' container frozen whipped topping, thawed']"
Strawberry Upside Down Cake,"[' package white cake mix', ' package orange flavored Jell-O® mix', ' packages frozen strawberries, thawed', ' package miniature marshmallows']"
Streusel Coffee Cake,"['butter', 'white sugar', '', 'sour cream', 'vanilla extract', 'all-purpose flour', 'baking powder', 'baking soda', 'white sugar', 'ground cinnamon', 'chopped walnuts']"
Sugar Dusted Apple Bundt Cake,"[' can LUCKY LEAF® Premium Apple Fruit Filling', 'Pan prep:', ' sugar', 'ground cinnamon', 'Cake Batter:', 'all-purpose flour', ' salt', 'baking powder', ' sugar', 'vegetable oil', ', beaten', 'orange juice', 'vanilla extract', 'Optional Glaze:', 'powdered sugar', 'orange juice']"
Sugar Free Applesauce Cake,"['', 'vegetable oil', 'unsweetened applesauce', 'frozen apple juice concentrate, thawed', 'all-purpose flour', 'baking soda', 'ground ginger', 'ground almonds', 'apples - peeled, cored  finely chopped', ' package cream cheese', 'unsweetened apple butter', 'frozen apple juice concentrate, thawed']"
Sugar Free Blueberry Coffee Cake,"['butter, melted  cooled', 'milk', '', 'vanilla extract', 'granular sucrolose sweetener ', 'baking powder', 'all-purpose flour', 'fresh or frozen blueberries', 'malitol brown sugar substitute', 'flour', 'ground cinnamon', 'butter, softened']"
Sugar Free Cake,"['raisins', 'water', '', 'liquid sweetener', 'vegetable oil', 'vanilla extract', 'baking soda', ' salt', 'ground cinnamon', 'ground nutmeg', 'all-purpose flour', 'chopped walnuts', 'unsweetened applesauce']"
Sugarless Applesauce Cake,"['all-purpose flour', 'baking powder', 'baking soda', 'ground cinnamon', 'ground nutmeg', ' salt', 'unsweetened applesauce', 'brown sugar twin', '', 'vanilla extract', 'raisins']"
Sun Drop® Pound Cake,"['Cake:', 'white sugar', 'margarine', 'vegetable shortening ', 'all-purpose flour', 'ounces citrus-flavored soda ', '', 'lemon extract', 'vanilla extract', 'Glaze:', 'confectioners sugar', 'margarine, melted', 'ounce citrus-flavored soda ']"
Sunshine Cake,"['', 'white sugar', 'boiling water', 'all-purpose flour', 'baking powder', ' salt', 'lemon extract', 'vanilla extract']"
Super Duper Easy Apple Cake,"[' package yellow cake mix', 'ground cinnamon', 'vanilla extract', 'Smith apples - peeled, cored  finely diced']"
Super Easy Mardi Gras King Cake,"[' cans refrigerated sweet roll dough', ' cans creamy vanilla ready-to-spread frosting', 'milk', 'green food coloring', 'yellow food coloring', 'red food coloring', 'blue food coloring', 'multi-colored sprinkles']"
Super Moist Chocolate Cake,"['cooking spray', 'semisweet chocolate chips', 'white sugar', '', 'all-purpose flour', 'milk', 'unsweetened cocoa powder', 'sour cream', 'vegetable oil']"
Super Moist Raspberry Lemon Cake,"[' package white cake mix ', ' jar raspberry preserves', ' carton sour cream', 'milk', '', 'vegetable oil', ' container lemon frosting']"
Surprise Banana Cake,"['white sugar', 'unsalted butter', '', 'bananas, mashed', 'all-purpose flour', 'baking soda', ' salt', 'chopped walnuts', 'vanilla extract']"
Surprise Cake,"['white sugar', 'all-purpose flour', ' salt', 'butter', 'water', 'unsweetened cocoa powder', 'sour cream', '', 'baking soda', 'cayenne pepper', 'butter, melted', 'unsweetened cocoa powder', confectioners' sugar, 'milk', 'vanilla extract']"
Surprise Inside Independence Cake,"['cooking spray', ' package white cake mix', ' package instant French vanilla pudding mix', 'water', 'vegetable oil', '', 'red food coloring, or as needed', 'blue food coloring, or as needed', 'butter-flavored shortening', 'unsalted butter ', ' salt', 'clear imitation vanilla extract', confectioners' sugar, 'heavy cream']"
Susan's Butter Cake,"['cake flour', 'baking powder', 'baking soda', ' salt', 'butter, softened', 'white sugar', 'brown sugar', '', 'vanilla extract', 'sour cream', 'white sugar', 'butter', 'water', 'vanilla extract']"
Swedish Apple Cake,"['Cake', 'white sugar', 'shortening', '', 'vanilla', 'all-purpose flour', 'baking soda', 'ground cinnamon', 'nutmeg', ' salt', 'apples - peeled, cored  chopped', 'chopped walnuts', 'Topping', 'milk', 'margarine', 'brown sugar, packed']"
Swedish Cake Rusks,"['all-purpose flour', '½ teaspoon salt', 'baking powder', '⅓ cup butter, softened', ', beaten', 'sour cream']"
Swedish Nut Cake,"['white sugar', 'all-purpose flour', '', 'chopped walnuts', 'baking soda', 'vanilla extract', ' can crushed pineapple with juice', ' package cream cheese', confectioners' sugar, 'chopped walnuts', 'butter', 'vanilla extract']"
Swedish Pepparkakor Cake,"['all-purpose flour', 'white sugar', 'ground cinnamon', '½ teaspoon baking soda', '½ teaspoon baking powder', '½ teaspoon ground cloves', ', beaten', 'milk']"
Swedish Sticky Chocolate Cake (Kladdkaka),"['all-purpose flour', 'unsweetened cocoa powder', ' salt', '', 'white sugar', 'vanilla extract', 'butter, melted']"
Sweet and Spicy Chocolate Cake,"['⅓ cups all-purpose flour', '⅓ cup unsweetened cocoa powder', '½ teaspoon baking powder', 'chopped dried apricots', 'boiling water', 'almond paste', '¾ cup white sugar', '', '⅔ cup whole milk', 'bittersweet chocolate, chopped', '⅔ cup finely chopped crystallized ginger', '¾ cup unsalted butter, melted']"
Sweet Corn Cake,"['butter, softened', 'masa harina', 'water', 'frozen whole-kernel corn, thawed', 'cornmeal', 'white sugar', 'heavy whipping cream', ' salt', 'baking powder']"
Sweet Cornbread Cake,"['cornmeal', 'all-purpose flour', 'white sugar', 'baking powder', ' salt', 'vegetable oil', 'melted butter', 'honey', ', beaten', 'whole milk']"
Sweet Cornmeal Cake Brazilian-Style,"['cornmeal', 'white sugar', 'milk', 'coconut milk', 'all-purpose flour', '', 'vegetable oil', 'baking powder']"
